"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"4541634","2021","PA","Pennsylvania","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.6","","","5.7","7.5","394","Overall","Overall","_RFDRHV7","41","41","","","","","",""
"4544584","2021","RI","Rhode Island","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.3","","","92.4","94.2","4749","Overall","Overall","_RFDRHV7","42","42","","","","","",""
"4534369","2021","RI","Rhode Island","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.7","","","5.8","7.6","352","Overall","Overall","_RFDRHV7","42","42","","","","","",""
"4552591","2021","SC","South Carolina","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.8","","","93.0","94.5","8245","Overall","Overall","_RFDRHV7","43","43","","","","","",""
"4559375","2021","SC","South Carolina","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.2","","","5.5","7.0","492","Overall","Overall","_RFDRHV7","43","43","","","","","",""
"4560095","2021","SD","South Dakota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.3","","","91.7","94.9","6559","Overall","Overall","_RFDRHV7","44","44","","","","","",""
"4550303","2021","SD","South Dakota","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.7","","","5.1","8.3","384","Overall","Overall","_RFDRHV7","44","44","","","","","",""
"4550383","2021","TN","Tennessee","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.5","","","93.6","95.4","4173","Overall","Overall","_RFDRHV7","45","45","","","","","",""
"4555620","2021","TN","Tennessee","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.5","","","4.6","6.4","225","Overall","Overall","_RFDRHV7","45","45","","","","","",""
"4562779","2021","TX","Texas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.3","","","93.4","95.2","9260","Overall","Overall","_RFDRHV7","46","46","","","","","",""
"4574551","2021","TX","Texas","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.7","","","4.8","6.6","572","Overall","Overall","_RFDRHV7","46","46","","","","","",""
"4571547","2021","UT","Utah","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","96.0","","","95.5","96.6","9614","Overall","Overall","_RFDRHV7","47","47","","","","","",""
"4564728","2021","UT","Utah","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","4.0","","","3.4","4.5","374","Overall","Overall","_RFDRHV7","47","47","","","","","",""
"4569526","2021","VT","Vermont","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.4","","","90.4","92.5","5579","Overall","Overall","_RFDRHV7","48","48","","","","","",""
"4570887","2021","VT","Vermont","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.6","","","7.5","9.6","500","Overall","Overall","_RFDRHV7","48","48","","","","","",""
"4588602","2021","VA","Virginia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.1","","","93.4","94.8","8521","Overall","Overall","_RFDRHV7","49","49","","","","","",""
"4587223","2021","VA","Virginia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.9","","","5.2","6.6","494","Overall","Overall","_RFDRHV7","49","49","","","","","",""
"4588177","2021","WA","Washington","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.4","","","92.8","94.0","11404","Overall","Overall","_RFDRHV7","50","50","","","","","",""
"4578499","2021","WA","Washington","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.6","","","6.0","7.2","784","Overall","Overall","_RFDRHV7","50","50","","","","","",""
"4580484","2021","WV","West Virginia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","95.0","","","94.3","95.8","6213","Overall","Overall","_RFDRHV7","51","51","","","","","",""
"4581806","2021","WV","West Virginia","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.0","","","4.2","5.7","260","Overall","Overall","_RFDRHV7","51","51","","","","","",""
"4597109","2021","WI","Wisconsin","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","91.8","","","90.7","92.9","5318","Overall","Overall","_RFDRHV7","52","52","","","","","",""
"4596184","2021","WI","Wisconsin","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","8.2","","","7.1","9.3","457","Overall","Overall","_RFDRHV7","52","52","","","","","",""
"4601061","2021","WY","Wyoming","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","93.3","","","92.2","94.4","3879","Overall","Overall","_RFDRHV7","53","53","","","","","",""
"4600824","2021","WY","Wyoming","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","6.7","","","5.6","7.8","223","Overall","Overall","_RFDRHV7","53","53","","","","","",""
"4590604","2021","GU","Guam","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.5","","","92.7","96.3","1452","Overall","Overall","_RFDRHV7","56","56","","","","","",""
"4591429","2021","GU","Guam","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.5","","","3.7","7.3","83","Overall","Overall","_RFDRHV7","56","56","","","","","",""
"4609542","2021","PR","Puerto Rico","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","96.1","","","95.2","97.0","3762","Overall","Overall","_RFDRHV7","60","60","","","","","",""
"4612940","2021","PR","Puerto Rico","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","3.9","","","3.0","4.8","136","Overall","Overall","_RFDRHV7","60","60","","","","","",""
"4612063","2021","VI","Virgin Islands","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Do not meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","94.6","","","92.2","97.0","1158","Overall","Overall","_RFDRHV7","62","62","","","","","",""
"4611719","2021","VI","Virgin Islands","Alcohol Consumption","Heavy Drinking","Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions)","Meet criteria for heavy drinking","BRFSS","%","Crude Prevalence","5.4","","","3.0","7.8","76","Overall","Overall","_RFDRHV7","62","62","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","Datasource","","Behavioral Risk Factor Surveillance System","http://www.cdc.gov/brfss","BRFSS","CDC"
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","%","Percent","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","CI","95% Confidence Interval","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","n","“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","N/A","Translates to no data available for a record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","No Data","Translates to no data available for record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","SuggestedCitation","","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.","https://www.cdc.gov/brfss/brfssprevalence/","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Prevalence Data and Data Analysis Tools","/brfss/data_tools.htm","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Behavioral Risk Factor Surveillance System (BRFSS)","/brfss/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Division of Population Health","/nccdphp/dph/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Survey Data & Documentation","/brfss/data_documentation/index.htm","",""
